Geneid,SRX1125282,SRX1125283,SRX1125284,SRX1125285,SRX1125286,SRX1125287,SRX1125288,SRX1125289,SRX1125290,SRX1125291,SRX1125292,SRX1125293,SRX1125294,SRX1125295,SRX1125296,SRX1125297,SRX1125298,SRX1125299
b0001,9.495549686688756,10.3112206923882,10.284819422903997,9.550508856910676,10.089780239507734,9.647394296541547,9.57085214866679,10.94721487871671,10.119014921752823,10.518931628679756,10.6337127964559,10.989725544306502,10.854006648248031,10.133316158401144,9.95330559374031,10.111601176680548,10.182268673129624,10.846566566060766
b0002,10.774660582232176,10.81447105819328,10.972484501001874,11.046912239713023,10.49505006568341,9.348013414090914,10.813601579154248,10.803428261650357,11.0753259743186,11.093127083569737,11.24721110817268,10.91241498016956,10.566617328618472,10.346895632156896,10.714041743857438,10.725980230285431,10.91666341006038,10.87122235610284
b0003,10.165837072671348,10.445091416099345,10.508474968422814,10.69319772518691,9.819181187063563,9.355535539930964,10.584649358754625,10.616920923440524,10.319311829131298,10.641112325982402,10.690946619291672,10.60193659371872,10.38877329080232,10.230644937177807,10.40344606300964,10.219555733100751,10.219473355011342,10.4937595038313
b0004,10.637346139523782,10.620069372391756,10.703130646528976,10.661756216949316,10.014947311891271,9.696511919432648,10.502214386203178,10.487885029533285,10.572195109461864,10.478725965595768,10.689542183690175,10.669667889020964,10.469052181345054,10.484734844856016,10.566954528469156,10.375191042892576,10.378178463027814,10.666993305507184
b0005,5.753964840279147,5.568540260572199,5.967061504395692,5.73052431947972,5.59324797574536,5.613426004075963,6.078149836584337,6.669339928336223,5.949194158159235,5.594219961695841,5.771568979862592,5.973337177138518,5.233871445147785,6.011363816747962,5.961696315932992,5.9690632351337936,5.498102429177375,5.753995828135269
b0006,6.244307836253522,6.51415779846259,6.635896453300695,6.567567406406626,6.573681632143553,6.425532290349565,5.908419597654967,6.701476205915385,6.6393343725607865,6.546141052859746,6.257035763227277,6.377038332469113,6.355802163486931,6.427475811108062,6.60722348766538,6.60570663240368,6.5562615592340725,6.414520193282502
b0007,4.224640953908308,4.184297612796305,3.7118514383788335,3.525064323187162,3.271684315963133,3.081495346513724,3.9820009313104383,3.9196388553222494,3.560103012988623,3.435475010342504,3.3291098293636057,3.778575672359911,4.623696405569675,4.1446382064746246,3.632273381557313,3.4571919631020065,3.7640156739661,3.2705720989469262
b0008,10.730120751844836,10.748842676950373,10.787961895746946,10.6327304197028,10.62137803556795,10.420210179899737,10.706809618237973,10.779744938879851,10.839757063685378,10.801975204742009,10.795833354432936,10.78864724368942,10.794617843488863,10.732717664036551,10.838923503617185,10.689459023055344,10.738149016791905,10.763059433552488
b0009,6.273214508557103,6.34356658845418,6.197924671605171,6.108042895495035,6.056396973182637,6.221109493686838,6.720616753142305,6.740629869959357,6.020987840284462,6.269932433501033,6.017813629926689,5.951191937507665,6.379103303719822,6.335412356157643,6.319425174831723,5.994194222983633,5.576609680340908,6.032799154718064
b0010,5.330822108476418,5.366758777185357,5.650001367098953,5.194808940772224,5.543594636269852,5.360905971311079,6.038946005683016,5.710499150964315,5.573225915266949,5.377773719155723,5.068408425806853,5.239454071803535,5.447576512237348,5.509598526881063,5.336750022906604,5.3701981727698325,5.2330143048756845,5.309622533174252
b0011,2.251427241553918,2.1742571184756594,1.0077136755722724,1.8513734125492625,1.1088852443617516,1.7232186140626322,3.30737488208274,3.331161749005035,1.3583968968506763,1.7907174185732462,1.415675775676484,2.165828374411717,3.2426448788609714,1.874157894083436,0.9552818637936846,1.4585163929144598,1.8339743467726424,1.289683160954709
b0012,0.0,0.0,0.0,0.0,0.0,0.0,3.0467983410496355,1.4139022329711104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0013,2.931957166234036,2.034608096173593,2.366724032536648,2.390898323210491,2.344474420699071,2.956629923469081,3.28043849843992,2.3204747938598618,2.703665997382469,2.9078495606449133,2.4357693831044176,3.118499915165444,0.0,3.046733664017584,2.6419940793703134,2.840809867098195,2.005355633184496,2.2691960133129383
b0014,10.54793473199732,10.557822907495126,10.55751429707498,10.576107232442476,10.785854317404326,11.055243339388689,10.687191115763326,10.514952553048706,10.536602722357255,10.44821798645874,10.587210385075345,10.634568979266572,10.52310780089705,10.551136737501828,10.662381151730711,10.538957877975372,10.653491042833537,10.84388596569805
b0015,7.718692449701624,7.806828525569021,7.802584553359498,7.77227062535994,8.01969855403381,8.52032504780899,7.794336928363122,7.84479542042426,7.948458228237261,7.703691808188757,8.00925255474842,8.12522628821109,7.702880224741478,7.79394544340466,8.06417740759069,7.78629358355496,7.591698059970565,8.178261322276047
b0016,5.950552770122879,5.7779391330301335,5.664190592069796,5.663492759114979,5.855333521150855,6.162483322781554,5.921945627766685,5.7369558979985005,5.737144219370809,5.813294341453719,5.724979285937208,5.862595270349475,5.8174101143920405,5.7594538607956425,5.749697205722014,5.550217855223318,5.556932566733221,6.026402877746436
